city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Worksop,Worksop,53.3042,-1.1244,United Kingdom,GB,GBR,Nottinghamshire,,44733,1826731609
Morley,Morley,53.7492,-1.6023,United Kingdom,GB,GBR,Leeds,,44440,1826138121
Coatbridge,Coatbridge,55.8625,-4.0266,United Kingdom,GB,GBR,North Lanarkshire,,43960,1826462023
Wallsend,Wallsend,54.991,-1.534,United Kingdom,GB,GBR,North Tyneside,,43826,1826171317
Merthyr Tudful,Merthyr Tudful,51.743,-3.378,United Kingdom,GB,GBR,Merthyr Tydfil,,43820,1826737367
Sidcup,Sidcup,51.4263,0.1024,United Kingdom,GB,GBR,Bexley,,43109,1826363364
Kingston upon Thames,Kingston upon Thames,51.4103,-0.2995,United Kingdom,GB,GBR,Kingston upon Thames,,43013,1826345299
Middleton,Middleton,53.555,-2.187,United Kingdom,GB,GBR,Rochdale,,42972,1826160201
Fleet,Fleet,51.2834,-0.8456,United Kingdom,GB,GBR,Hampshire,,42835,1826039041
King’s Lynn,King's Lynn,52.754,0.398,United Kingdom,GB,GBR,Norfolk,,42800,1826126366
Hoddesdon,Hoddesdon,51.759,-0.015,United Kingdom,GB,GBR,Hertfordshire,,42253,1826405182
Fareham,Fareham,50.85,-1.18,United Kingdom,GB,GBR,Hampshire,,42210,1826345366
Greenock,Greenock,55.95,-4.765,United Kingdom,GB,GBR,Inverclyde,,41990,1826864377
Urmston,Urmston,53.4487,-2.3747,United Kingdom,GB,GBR,Trafford,,41825,1826636761
Sutton,Sutton,51.3656,-0.1963,United Kingdom,GB,GBR,Sutton,,41483,1826827095
Caerphilly,Caerphilly,51.578,-3.218,United Kingdom,GB,GBR,Caerphilly,,41402,1826322639
Bridgwater,Bridgwater,51.128,-2.993,United Kingdom,GB,GBR,Somerset,,41276,1826346861
Leigh,Leigh,53.4975,-2.515,United Kingdom,GB,GBR,Wigan,,41275,1826341448
Hatfield,Hatfield,51.7636,-0.2258,United Kingdom,GB,GBR,Hertfordshire,,41265,1826844690
Newbury,Newbury,51.401,-1.323,United Kingdom,GB,GBR,West Berkshire,,41075,1826103829
Welling,Welling,51.4594,0.1097,United Kingdom,GB,GBR,Bexley,,41000,1826992580
Kingswood,Kingswood,51.46,-2.505,United Kingdom,GB,GBR,South Gloucestershire,,40734,1826616515
Dunstable,Dunstable,51.886,-0.521,United Kingdom,GB,GBR,Central Bedfordshire,,40699,1826601477
Bury Saint Edmunds,Bury Saint Edmunds,52.2474,0.7183,United Kingdom,GB,GBR,Suffolk,,40664,1826257341
Ramsgate,Ramsgate,51.336,1.416,United Kingdom,GB,GBR,Kent,,40408,1826278899
Inverness,Inverness,57.4778,-4.2247,United Kingdom,GB,GBR,Highland,,40011,1826161019
Strood,Strood,51.393,0.478,United Kingdom,GB,GBR,Medway,,40000,1826719630
Cleethorpes,Cleethorpes,53.5533,-0.0215,United Kingdom,GB,GBR,North East Lincolnshire,,38996,1826584652
Skelmersdale,Skelmersdale,53.55,-2.776,United Kingdom,GB,GBR,Lancashire,,38813,1826978666
Tipton,Tipton,52.5259,-2.0751,United Kingdom,GB,GBR,Dudley,,38777,1826072169
Eccles,Eccles,53.4824,-2.339,United Kingdom,GB,GBR,Salford,,38756,1826711263
Pinner,Pinner,51.5932,-0.3894,United Kingdom,GB,GBR,Harrow,,38698,1826466478
Great Yarmouth,Great Yarmouth,52.606,1.729,United Kingdom,GB,GBR,Norfolk,,38693,1826653059
Tonbridge,Tonbridge,51.1987,0.2764,United Kingdom,GB,GBR,Kent,,38657,1826806502
Ilkeston,Ilkeston,52.9711,-1.3092,United Kingdom,GB,GBR,Derbyshire,,38640,1826289943
Leyland,Leyland,53.6903,-2.6992,United Kingdom,GB,GBR,Lancashire,,38578,1826726004
Glenrothes,Glenrothes,56.198,-3.178,United Kingdom,GB,GBR,Fife,,38510,1826270044
Chorley,Chorley,53.653,-2.632,United Kingdom,GB,GBR,Lancashire,,38420,1826477913
Herne Bay,Herne Bay,51.37,1.13,United Kingdom,GB,GBR,Kent,,38385,1826454069
Bishops Stortford,Bishops Stortford,51.872,0.1725,United Kingdom,GB,GBR,Hertfordshire,,38202,1826440705
Arnold,Arnold,53.005,-1.127,United Kingdom,GB,GBR,Nottinghamshire,,37768,1826647385
Long Eaton,Long Eaton,52.898,-1.271,United Kingdom,GB,GBR,Derbyshire,,37760,1826989609
Coalville,Coalville,52.724,-1.369,United Kingdom,GB,GBR,Leicestershire,,37661,1826533599
Stirling,Stirling,56.1166,-3.9369,United Kingdom,GB,GBR,Stirling,,37610,1826517007
Bletchley,Bletchley,51.994,-0.732,United Kingdom,GB,GBR,Milton Keynes,,37520,1826878705
Leighton Buzzard,Leighton Buzzard,51.9165,-0.6617,United Kingdom,GB,GBR,Central Bedfordshire,,37469,1826486102
Airdrie,Airdrie,55.86,-3.98,United Kingdom,GB,GBR,North Lanarkshire,,37410,1826889162
Blyth,Blyth,55.126,-1.514,United Kingdom,GB,GBR,Northumberland,,37339,1826333350
Port Talbot,Port Talbot,51.5906,-3.7986,United Kingdom,GB,GBR,Neath Port Talbot,,37276,1826981147
Laindon,Laindon,51.574,0.4181,United Kingdom,GB,GBR,Essex,,37175,1826564891
Redcar,Redcar,54.618,-1.069,United Kingdom,GB,GBR,Redcar and Cleveland,,37073,1826929580
Llanelli,Llanelli,51.684,-4.163,United Kingdom,GB,GBR,Carmarthenshire,,37050,1826934854
Beeston,Beeston,52.927,-1.215,United Kingdom,GB,GBR,Nottinghamshire,,37000,1826483601
Small Heath,Small Heath,52.4629,-1.8542,United Kingdom,GB,GBR,Birmingham,,36898,1826945156
Camberley,Camberley,51.335,-0.742,United Kingdom,GB,GBR,Surrey,,36783,1826909512
Houghton le Spring,Houghton le Spring,54.841,-1.468,United Kingdom,GB,GBR,Sunderland,,36746,1826945189
Whitley Bay,Whitley Bay,55.0456,-1.4443,United Kingdom,GB,GBR,North Tyneside,,36623,1826742465
Denton,Denton,53.4554,-2.1122,United Kingdom,GB,GBR,Tameside,,36591,1826948278
Chippenham,Chippenham,51.459,-2.116,United Kingdom,GB,GBR,Wiltshire,,36548,1826463257
West Bridgford,West Bridgford,52.932,-1.127,United Kingdom,GB,GBR,Nottinghamshire,,36487,1826779157
Borehamwood,Borehamwood,51.6578,-0.2722,United Kingdom,GB,GBR,Hertfordshire,,36322,1826433403
Hyde,Hyde,53.4474,-2.082,United Kingdom,GB,GBR,Tameside,,35890,1826480324
Hendon,Hendon,51.5837,-0.2252,United Kingdom,GB,GBR,Barnet,,35874,1826052476
Falkirk,Falkirk,56.0011,-3.7835,United Kingdom,GB,GBR,Falkirk,,35850,1826502864
Walkden,Walkden,53.5239,-2.3991,United Kingdom,GB,GBR,Salford,,35616,1826067450
Kenton,Kenton,51.5878,-0.3086,United Kingdom,GB,GBR,Brent,,35600,1826411445
Woodley,Woodley,51.453,-0.902,United Kingdom,GB,GBR,Wokingham,,35470,1826133609
Accrington,Accrington,53.7534,-2.3638,United Kingdom,GB,GBR,Lancashire,,35456,1826709919
Bridlington,Bridlington,54.0819,-0.1923,United Kingdom,GB,GBR,East Riding of Yorkshire,,35264,1826640623
Winchester,Winchester,51.0632,-1.308,United Kingdom,GB,GBR,Hampshire,,35200,1826967267
Billingham,Billingham,54.61,-1.27,United Kingdom,GB,GBR,Stockton-on-Tees,,35165,1826138343
Winsford,Winsford,53.194,-2.52,United Kingdom,GB,GBR,Cheshire West and Chester,,35000,1826615523
Ewell,Ewell,51.35,-0.249,United Kingdom,GB,GBR,Surrey,,34872,1826318947
Morecambe,Morecambe,54.073,-2.87,United Kingdom,GB,GBR,Lancashire,,34768,1826651603
Grantham,Grantham,52.918,-0.638,United Kingdom,GB,GBR,Lincolnshire,,34592,1826040909
Swadlincote,Swadlincote,52.774,-1.557,United Kingdom,GB,GBR,Derbyshire,,34576,1826055646
Exmouth,Exmouth,50.62,-3.413,United Kingdom,GB,GBR,Devon,,34432,1826008044
North Shields,North Shields,55.0097,-1.4448,United Kingdom,GB,GBR,North Tyneside,,34423,1826426225
Hitchin,Hitchin,51.947,-0.283,United Kingdom,GB,GBR,Hertfordshire,,34266,1826093917
Spalding,Spalding,52.7858,-0.1529,United Kingdom,GB,GBR,Lincolnshire,,34113,1826335951
Rainham,Rainham,51.36,0.61,United Kingdom,GB,GBR,Medway,,34088,1826039806
Letchworth,Letchworth,51.978,-0.23,United Kingdom,GB,GBR,Hertfordshire,,33986,1826971219
Lichfield,Lichfield,52.682,-1.829,United Kingdom,GB,GBR,Staffordshire,,33816,1826803495
Irvine,Irvine,55.6201,-4.6614,United Kingdom,GB,GBR,North Ayrshire,,33698,1826965925
Wickford,Wickford,51.6114,0.5207,United Kingdom,GB,GBR,Essex,,33486,1826313893
Loughton,Loughton,51.6494,0.0735,United Kingdom,GB,GBR,Essex,,33353,1826436728
Glossop,Glossop,53.443,-1.949,United Kingdom,GB,GBR,Derbyshire,,33340,1826787990
Huyton,Huyton,53.4111,-2.8403,United Kingdom,GB,GBR,Knowsley,,33193,1826682901
Abingdon,Abingdon,51.6717,-1.2783,United Kingdom,GB,GBR,Oxfordshire,,33130,1826918722
Trowbridge,Trowbridge,51.32,-2.208,United Kingdom,GB,GBR,Wiltshire,,33108,1826965204
Warwick,Warwick,52.28,-1.59,United Kingdom,GB,GBR,Warwickshire,,32719,1826383937
Motherwell,Motherwell,55.7839,-3.9852,United Kingdom,GB,GBR,North Lanarkshire,,32590,1826854355
Dumfries,Dumfries,55.07,-3.603,United Kingdom,GB,GBR,Dumfries and Galloway,,32379,1826801547
Brighouse,Brighouse,53.707,-1.794,United Kingdom,GB,GBR,Calderdale,,32360,1826688359
Wigston Magna,Wigston Magna,52.5812,-1.093,United Kingdom,GB,GBR,Leicestershire,,32321,1826846225
Windsor,Windsor,51.4791,-0.6095,United Kingdom,GB,GBR,Windsor and Maidenhead,,32184,1826792931
Didcot,Didcot,51.606,-1.241,United Kingdom,GB,GBR,Oxfordshire,,32183,1826515635
Earley,Earley,51.433,-0.933,United Kingdom,GB,GBR,Wokingham,,32036,1826312620
Bexleyheath,Bexleyheath,51.459,0.138,United Kingdom,GB,GBR,Bexley,,31929,1826858601
Rushden,Rushden,52.288,-0.601,United Kingdom,GB,GBR,Northamptonshire,,31690,1826167520
Ecclesfield,Ecclesfield,53.4429,-1.4698,United Kingdom,GB,GBR,Sheffield,,31609,1826382276
Wisbech,Wisbech,52.664,0.16,United Kingdom,GB,GBR,Cambridgeshire,,31573,1826161684
Darwen,Darwen,53.698,-2.461,United Kingdom,GB,GBR,Blackburn with Darwen,,31570,1826810811
Prestwich,Prestwich,53.5333,-2.2833,United Kingdom,GB,GBR,Bury,,31500,1826921530
Epsom,Epsom,51.3331,-0.2686,United Kingdom,GB,GBR,Surrey,,31489,1826078283
Pontypridd,Pontypridd,51.602,-3.342,United Kingdom,GB,GBR,Rhondda Cynon Taff,,31206,1826842541
Rutherglen,Rutherglen,55.828,-4.214,United Kingdom,GB,GBR,Glasgow City,,31190,1826453586
Saint Neots,Saint Neots,52.228,-0.27,United Kingdom,GB,GBR,Cambridgeshire,,31165,1826441495
Bedworth,Bedworth,52.475,-1.477,United Kingdom,GB,GBR,Warwickshire,,31090,1826435844
Dover,Dover,51.1295,1.3089,United Kingdom,GB,GBR,Kent,,31022,1826963129
Chichester,Chichester,50.8365,-0.7792,United Kingdom,GB,GBR,West Sussex,,30925,1826696164
Deal,Deal,51.2226,1.4006,United Kingdom,GB,GBR,Kent,,30917,1826000065
Pontefract,Pontefract,53.691,-1.312,United Kingdom,GB,GBR,Wakefield,,30881,1826127611
Bicester,Bicester,51.9,-1.15,United Kingdom,GB,GBR,Oxfordshire,,30854,1826236942
Beverley,Beverley,53.845,-0.427,United Kingdom,GB,GBR,East Riding of Yorkshire,,30831,1826700096
Burgess Hill,Burgess Hill,50.9535,-0.1262,United Kingdom,GB,GBR,West Sussex,,30635,1826867983
Stratford-upon-Avon,Stratford-upon-Avon,52.1928,-1.7064,United Kingdom,GB,GBR,Warwickshire,,30495,1826756514
Newark upon Trent,Newark upon Trent,53.0772,-0.8089,United Kingdom,GB,GBR,Nottinghamshire,,30345,1826030109
Northolt,Northolt,51.5467,-0.37,United Kingdom,GB,GBR,Ealing,,30304,1826456422
Wishaw,Wishaw,55.7742,-3.9183,United Kingdom,GB,GBR,North Lanarkshire,,30290,1826026639
Harpenden,Harpenden,51.8175,-0.3524,United Kingdom,GB,GBR,Hertfordshire,,30240,1826679950
Whitstable,Whitstable,51.361,1.026,United Kingdom,GB,GBR,Kent,,30195,1826750836
Congleton,Congleton,53.162,-2.217,United Kingdom,GB,GBR,Cheshire East,,30015,1826471602
Radcliffe,Radcliffe,53.5615,-2.3268,United Kingdom,GB,GBR,Bury,,29950,1826622636
Carshalton,Carshalton,51.3652,-0.1676,United Kingdom,GB,GBR,Sutton,,29917,1826112944
Plympton,Plympton,50.386,-4.051,United Kingdom,GB,GBR,Plymouth,,29899,1826807244
Bulwell,Bulwell,53.001,-1.197,United Kingdom,GB,GBR,Nottingham,,29771,1826933370
Newtownards,Newtownards,54.591,-5.68,United Kingdom,GB,GBR,Ards and North Down,,29677,1826697588
Kendal,Kendal,54.326,-2.745,United Kingdom,GB,GBR,Cumbria,,29593,1826195534
Sevenoaks,Sevenoaks,51.2781,0.1874,United Kingdom,GB,GBR,Kent,,29506,1826815474
Northfleet,Northfleet,51.44,0.34,United Kingdom,GB,GBR,Kent,,29474,1826633103
Cramlington,Cramlington,55.082,-1.585,United Kingdom,GB,GBR,Northumberland,,29405,1826152039
Bromsgrove,Bromsgrove,52.3353,-2.0579,United Kingdom,GB,GBR,Worcestershire,,29237,1826356095
Nelson,Nelson,53.8346,-2.218,United Kingdom,GB,GBR,Lancashire,,29135,1826818117
Cambuslang,Cambuslang,55.819,-4.1671,United Kingdom,GB,GBR,South Lanarkshire,,29100,1826755066
Pont-y-pŵl,Pont-y-pwl,51.703,-3.041,United Kingdom,GB,GBR,Torfaen,,29062,1826931206
Hanwell,Hanwell,51.509,-0.338,United Kingdom,GB,GBR,Ealing,,28768,1826742619
Stanford le Hope,Stanford le Hope,51.514,0.4244,United Kingdom,GB,GBR,Thurrock,,28765,1826848098
Ballymena,Ballymena,54.86,-6.28,United Kingdom,GB,GBR,Mid and East Antrim,,28704,1826020355
Frome,Frome,51.2279,-2.3215,United Kingdom,GB,GBR,Somerset,,28559,1826730210
Wood Green,Wood Green,51.5981,-0.1149,United Kingdom,GB,GBR,Haringey,,28453,1826902664
Bushey,Bushey,51.6429,-0.3604,United Kingdom,GB,GBR,Hertfordshire,,28416,1826690246
Heywood,Heywood,53.59,-2.219,United Kingdom,GB,GBR,Rochdale,,28205,1826591970
Carrickfergus,Carrickfergus,54.7136,-5.8075,United Kingdom,GB,GBR,Mid and East Antrim,,28141,1826510139
Bearsden,Bearsden,55.9195,-4.3337,United Kingdom,GB,GBR,East Dunbartonshire,,28120,1826065116
Reddish,Reddish,53.4383,-2.1613,United Kingdom,GB,GBR,Stockport,,28052,1826969307
Billericay,Billericay,51.628,0.4184,United Kingdom,GB,GBR,Essex,,27998,1826245369
Newry,Newry,54.176,-6.349,United Kingdom,GB,GBR,"Newry, Mourne and Down",,27913,1826243852
Darlaston,Darlaston,52.5708,-2.0457,United Kingdom,GB,GBR,Walsall,,27821,1826133238
Ashington,Ashington,55.181,-1.568,United Kingdom,GB,GBR,Northumberland,,27764,1826789902
Jarrow,Jarrow,54.9814,-1.49,United Kingdom,GB,GBR,South Tyneside,,27526,1826615056
Witney,Witney,51.78,-1.49,United Kingdom,GB,GBR,Oxfordshire,,27522,1826136644
Shotley Bridge,Shotley Bridge,54.87,-1.86,United Kingdom,GB,GBR,Durham,,27394,1826950423
Ashford,Ashford,51.434,-0.464,United Kingdom,GB,GBR,Surrey,,27382,1826203695
Longton,Longton,52.9877,-2.1327,United Kingdom,GB,GBR,Stoke-on-Trent,,27214,1826288054
Melton Mowbray,Melton Mowbray,52.7661,-0.886,United Kingdom,GB,GBR,Leicestershire,,27158,1826081366
Haverhill,Haverhill,52.08,0.44,United Kingdom,GB,GBR,Suffolk,,27041,1826015750
Thetford,Thetford,52.41,0.74,United Kingdom,GB,GBR,Norfolk,,27027,1826591780
Aldridge,Aldridge,52.606,-1.9179,United Kingdom,GB,GBR,Walsall,,26988,1826685347
Seaford,Seaford,50.77,0.1,United Kingdom,GB,GBR,East Sussex,,26955,1826426946
Farnworth,Farnworth,53.5452,-2.3999,United Kingdom,GB,GBR,Bolton,,26939,1826257074
Highbury,Highbury,51.552,-0.097,United Kingdom,GB,GBR,Islington,,26664,1826640859
Newton Mearns,Newton Mearns,55.7716,-4.3347,United Kingdom,GB,GBR,East Renfrewshire,,26600,1826713585
Cheadle Hulme,Cheadle Hulme,53.3761,-2.1897,United Kingdom,GB,GBR,Stockport,,26479,1826077491
Newton Aycliffe,Newton Aycliffe,54.62,-1.58,United Kingdom,GB,GBR,Durham,,26415,1826956989
East Grinstead,East Grinstead,51.1286,-0.0144,United Kingdom,GB,GBR,West Sussex,,26383,1826278903
Ashton in Makerfield,Ashton in Makerfield,53.487,-2.641,United Kingdom,GB,GBR,Wigan,,26380,1826919005
Clydebank,Clydebank,55.8997,-4.4006,United Kingdom,GB,GBR,West Dunbartonshire,,26320,1826705684
Wilmslow,Wilmslow,53.325,-2.239,United Kingdom,GB,GBR,Cheshire East,,26213,1826883084
Burntwood,Burntwood,52.6831,-1.92,United Kingdom,GB,GBR,Staffordshire,,26049,1826702051
Fleetwood,Fleetwood,53.922,-3.012,United Kingdom,GB,GBR,Lancashire,,25939,1826937482
Bournville,Bournville,52.4299,-1.9355,United Kingdom,GB,GBR,Birmingham,,25938,1826130836
Shenley Brook End,Shenley Brook End,52.009,-0.789,United Kingdom,GB,GBR,Milton Keynes,,25828,1826086234
Consett,Consett,54.85,-1.83,United Kingdom,GB,GBR,Durham,,25812,1826586872
New Milton,New Milton,50.76,-1.65,United Kingdom,GB,GBR,Hampshire,,25717,1826998764
Coulsdon,Coulsdon,51.3211,-0.1386,United Kingdom,GB,GBR,Croydon,,25695,1826373748
Farnham,Farnham,51.215,-0.799,United Kingdom,GB,GBR,Surrey,,25604,1826338893
Bilston,Bilston,52.566,-2.0728,United Kingdom,GB,GBR,Wolverhampton,,25576,1826253660
Wellington,Wellington,52.7001,-2.5157,United Kingdom,GB,GBR,Telford and Wrekin,,25554,1826979862
Witham,Witham,51.7978,0.6373,United Kingdom,GB,GBR,Essex,,25542,1826336424
Oldbury,Oldbury,52.505,-2.0159,United Kingdom,GB,GBR,Sandwell,,25488,1826772887
Thatcham,Thatcham,51.405,-1.264,United Kingdom,GB,GBR,West Berkshire,,25464,1826803857
Bishop Auckland,Bishop Auckland,54.663,-1.676,United Kingdom,GB,GBR,Durham,,25455,1826422730
Longbridge,Longbridge,52.395,-1.979,United Kingdom,GB,GBR,Birmingham,,25410,1826461714
Bloxwich,Bloxwich,52.614,-2.004,United Kingdom,GB,GBR,Walsall,,25401,1826492004
Upminster,Upminster,51.5557,0.2512,United Kingdom,GB,GBR,Havering,,25361,1826720044
Kirkby in Ashfield,Kirkby in Ashfield,53.099,-1.245,United Kingdom,GB,GBR,Nottinghamshire,,25265,1826272364
Workington,Workington,54.6365,-3.5549,United Kingdom,GB,GBR,Cumbria,,25207,1826107196
Kingswinford,Kingswinford,52.4981,-2.1657,United Kingdom,GB,GBR,Staffordshire,,25191,1826547485
Rhyl,Rhyl,53.321,-3.48,United Kingdom,GB,GBR,Denbighshire,,25149,1826387077
Whitehaven,Whitehaven,54.548,-3.5855,United Kingdom,GB,GBR,Cumbria,,25032,1826916205
Droitwich,Droitwich,52.267,-2.153,United Kingdom,GB,GBR,Worcestershire,,25027,1826540486
Daventry,Daventry,52.2578,-1.1628,United Kingdom,GB,GBR,Northamptonshire,,25026,1826794956
Hindley,Hindley,53.5355,-2.5658,United Kingdom,GB,GBR,Wigan,,25001,1826824753
Portishead,Portishead,51.484,-2.7626,United Kingdom,GB,GBR,North Somerset,,25000,1826099661
Pitsea,Pitsea,51.569,0.504,United Kingdom,GB,GBR,Essex,,25000,1826099748
Westhoughton,Westhoughton,53.549,-2.529,United Kingdom,GB,GBR,Bolton,,24974,1826134453
Broadstairs,Broadstairs,51.3589,1.4394,United Kingdom,GB,GBR,Kent,,24903,1826167465
Thundersley,Thundersley,51.57,0.59,United Kingdom,GB,GBR,Essex,,24800,1826836917
Gorleston-on-Sea,Gorleston-on-Sea,52.5757,1.7235,United Kingdom,GB,GBR,Norfolk,,24785,1826692101
Penistone,Penistone,53.525,-1.629,United Kingdom,GB,GBR,Barnsley,,24760,1826205951
Thornaby on Tees,Thornaby on Tees,54.5585,-1.3025,United Kingdom,GB,GBR,Stockton-on-Tees,,24741,1826706023
Hertford,Hertford,51.7966,-0.0774,United Kingdom,GB,GBR,Hertfordshire,,24720,1826912872
Newton in Makerfield,Newton in Makerfield,53.45,-2.633,United Kingdom,GB,GBR,St. Helens,,24642,1826213063
Felixstowe,Felixstowe,51.9639,1.3515,United Kingdom,GB,GBR,Suffolk,,24441,1826193047
Rugeley,Rugeley,52.7599,-1.9388,United Kingdom,GB,GBR,Staffordshire,,24386,1826009668
Kings Norton,Kings Norton,52.4072,-1.9272,United Kingdom,GB,GBR,Birmingham,,24380,1826743792
Alfreton,Alfreton,53.097,-1.38,United Kingdom,GB,GBR,Derbyshire,,24302,1826000016
Chester-le-Street,Chester-le-Street,54.8594,-1.5699,United Kingdom,GB,GBR,Durham,,24227,1826470602
Farnley,Farnley,53.7876,-1.6159,United Kingdom,GB,GBR,Leeds,,24213,1826992459
Great Sankey,Great Sankey,53.3918,-2.6383,United Kingdom,GB,GBR,Warrington,,24211,1826102019
Golborne,Golborne,53.4758,-2.5943,United Kingdom,GB,GBR,Wigan,,24169,1826407882
Plymstock,Plymstock,50.3569,-4.09,United Kingdom,GB,GBR,Plymouth,,24103,1826596908
Ryde,Ryde,50.7271,-1.1618,United Kingdom,GB,GBR,Isle of Wight,,24096,1826600816
Ormskirk,Ormskirk,53.5665,-2.8869,United Kingdom,GB,GBR,Lancashire,,24073,1826066553
Barnstaple,Barnstaple,51.08,-4.06,United Kingdom,GB,GBR,Devon,,23976,1826606982
Rickmansworth,Rickmansworth,51.6383,-0.4659,United Kingdom,GB,GBR,Hertfordshire,,23973,1826881978
Littleover,Littleover,52.906,-1.505,United Kingdom,GB,GBR,Derby,,23958,1826553059
Newport,Newport,50.701,-1.2883,United Kingdom,GB,GBR,Isle of Wight,,23957,1826718687
Arbroath,Arbroath,56.561,-2.586,United Kingdom,GB,GBR,Angus,,23940,1826263581
Caversham,Caversham,51.467,-0.973,United Kingdom,GB,GBR,Reading,,23885,1826445684
Oadby,Oadby,52.5987,-1.0763,United Kingdom,GB,GBR,Leicestershire,,23849,1826422379
Kidsgrove,Kidsgrove,53.0874,-2.2478,United Kingdom,GB,GBR,Staffordshire,,23756,1826529951
East Retford,East Retford,53.3228,-0.9431,United Kingdom,GB,GBR,Nottinghamshire,,23740,1826529962
Huntingdon,Huntingdon,52.3364,-0.1717,United Kingdom,GB,GBR,Cambridgeshire,,23732,1826796900
Stalybridge,Stalybridge,53.4834,-2.04,United Kingdom,GB,GBR,Tameside,,23731,1826524843
Stanmore,Stanmore,51.618,-0.314,United Kingdom,GB,GBR,Harrow,,23700,1826094735
Droylsden,Droylsden,53.4828,-2.1582,United Kingdom,GB,GBR,Tameside,,23689,1826178927
Marple,Marple,53.397,-2.061,United Kingdom,GB,GBR,Stockport,,23687,1826000495
Perry Barr,Perry Barr,52.5249,-1.9042,United Kingdom,GB,GBR,Birmingham,,23652,1826464543
Gosforth,Gosforth,55.007,-1.623,United Kingdom,GB,GBR,Newcastle upon Tyne,,23620,1826878501
Newton Abbot,Newton Abbot,50.529,-3.61,United Kingdom,GB,GBR,Devon,,23580,1826126497
Bishopbriggs,Bishopbriggs,55.9046,-4.225,United Kingdom,GB,GBR,East Dunbartonshire,,23540,1826547421
Whitefield,Whitefield,53.5521,-2.2992,United Kingdom,GB,GBR,Bury,,23283,1826701535
Elgin,Elgin,57.6486,-3.3153,United Kingdom,GB,GBR,Moray,,23128,1826386055
Penwortham,Penwortham,53.74,-2.72,United Kingdom,GB,GBR,Lancashire,,23047,1826104107
Harborne,Harborne,52.46,-1.95,United Kingdom,GB,GBR,Birmingham,,23001,1826937093
Rawtenstall,Rawtenstall,53.699,-2.291,United Kingdom,GB,GBR,Lancashire,,23000,1826204769
Clifton,Clifton,52.904,-1.177,United Kingdom,GB,GBR,Nottingham,,22936,1826911348
Swinton,Swinton,53.5122,-2.3412,United Kingdom,GB,GBR,Salford,,22931,1826572295
Bathgate,Bathgate,55.9024,-3.6431,United Kingdom,GB,GBR,West Lothian,,22920,1826881376
Market Harborough,Market Harborough,52.4775,-0.9206,United Kingdom,GB,GBR,Leicestershire,,22911,1826292544
Waltham Abbey,Waltham Abbey,51.6846,0.0004,United Kingdom,GB,GBR,Essex,,22859,1826980531
Gainsborough,Gainsborough,53.4016,-0.7732,United Kingdom,GB,GBR,Lincolnshire,,22841,1826888621
Erdington,Erdington,52.5236,-1.8378,United Kingdom,GB,GBR,Birmingham,,22828,1826744205
Haywards Heath,Haywards Heath,51.0048,-0.0979,United Kingdom,GB,GBR,West Sussex,,22800,1826565038
Wednesfield,Wednesfield,52.5998,-2.0827,United Kingdom,GB,GBR,Wolverhampton,,22646,1826477782
Farsley,Farsley,53.8116,-1.6718,United Kingdom,GB,GBR,Leeds,,22594,1826622627
Kenilworth,Kenilworth,52.341,-1.566,United Kingdom,GB,GBR,Warwickshire,,22538,1826857178
Potters Bar,Potters Bar,51.698,-0.183,United Kingdom,GB,GBR,Hertfordshire,,22536,1826408007
Foleshill,Foleshill,52.4255,-1.502,United Kingdom,GB,GBR,Coventry,,22478,1826470599
Formby,Formby,53.5586,-3.0666,United Kingdom,GB,GBR,Sefton,,22419,1826350182
Pudsey,Pudsey,53.797,-1.663,United Kingdom,GB,GBR,Leeds,,22408,1826326804
Evesham,Evesham,52.092,-1.947,United Kingdom,GB,GBR,Worcestershire,,22304,1826763416
March,March,52.551,0.088,United Kingdom,GB,GBR,Cambridgeshire,,22298,1826775634
Tiverton,Tiverton,50.903,-3.488,United Kingdom,GB,GBR,Devon,,22291,1826587697
Shoeburyness,Shoeburyness,51.5316,0.7978,United Kingdom,GB,GBR,Southend-on-Sea,,22275,1826043837
Litherland,Litherland,53.4727,-2.999,United Kingdom,GB,GBR,Sefton,,22242,1826594706
Yeadon,Yeadon,53.869,-1.688,United Kingdom,GB,GBR,Leeds,,22233,1826214875
Acomb,Acomb,53.955,-1.126,United Kingdom,GB,GBR,York,,22215,1826310349
Reigate,Reigate,51.237,-0.206,United Kingdom,GB,GBR,Surrey,,22123,1826422343
Penarth,Penarth,51.43,-3.17,United Kingdom,GB,GBR,"Vale of Glamorgan, The",,22083,1826447166
Horley,Horley,51.174,-0.172,United Kingdom,GB,GBR,Surrey,,22076,1826232822
Newquay,Newquay,50.412,-5.0757,United Kingdom,GB,GBR,Cornwall,,22074,1826417367
Camborne,Camborne,50.213,-5.3,United Kingdom,GB,GBR,Cornwall,,22074,1826570775
Northwood,Northwood,51.601,-0.4176,United Kingdom,GB,GBR,Hillingdon,,22047,1826980965
Atherton,Atherton,53.523,-2.495,United Kingdom,GB,GBR,Wigan,,22000,1826022663
Clevedon,Clevedon,51.438,-2.854,United Kingdom,GB,GBR,North Somerset,,22000,1826157550
Sandbach,Sandbach,53.146,-2.367,United Kingdom,GB,GBR,Cheshire East,,21916,1826911682
Renfrew,Renfrew,55.878,-4.389,United Kingdom,GB,GBR,Renfrewshire,,21854,1826588626
